team,playerId,firstName,lastName,positionCode,gamesPlayed,goals,assists,points,plusMinus,shots,shootingPctg,satPercentage,usatPercentage,zoneStartPct5v5,avgTimeOnIcePerGame,birthCountry,birthDate,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,faceoffWinPctg,firstGoals,gameWinningGoals,giveaways,giveawaysPer60,heightInInches,hits,hitsPer60,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,otGoals,overtimeGoals,penaltyMinutes,powerPlayGoals,satPercentageAhead,satPercentageBehind,satPercentageClose,satPercentageTied,satRelative,seasonId,shootingPct5v5,shootsCatches,shootsCatches_roster,shorthandedGoals,shotAttemptsBlocked,skaterFullName,skaterSavePct5v5,skaterShootingPlusSavePct5v5,sweaterNumber,takeaways,takeawaysPer60,teamAbbrevs,timeOnIcePerGame,timeOnIcePerGame5v5,totalShotAttempts,usatPercentageAhead,usatPercentageBehind,usatPercentageTied,usatPrecentageClose,usatRelative,weightInPounds
TOR,8477939,William,Nylander,R,56,25,42,67,-4,128,0.195313,0.476,0.472,0.613,1147.1964,,,23,1.28,3,3,6,0.373134,4,4,58,3.25,,8,0.44,1,0,7,6,2,50,66,3,3,14,6,0.445,0.459,0.489,0.512,0.041,,0.14,,,0,56,William Nylander,0.882,1.022,,28,1.56,TOR,1147.19,878.339,250,0.432,0.445,0.524,0.492,0.04,
TOR,8478057,Dakota,Joshua,C,50,10,6,16,-1,48,0.208333,0.442,0.429,0.307,732.78,,,32,3.14,1,0,1,0.173913,3,2,19,1.86,,180,17.68,0,2,3,1,2,14,22,0,0,43,0,0.424,0.451,0.442,0.449,-0.017,,0.117,,,0,12,Dakota Joshua,0.912,1.029,,8,0.78,TOR,732.78,672.62,82,0.424,0.412,0.449,0.427,-0.029,
TOR,8478443,Brandon,Carlo,D,50,0,7,7,10,61,0.0,0.448,0.446,0.44,1169.42,,,90,5.54,1,0,1,0.0,0,0,51,3.14,,62,3.81,0,0,0,3,1,25,29,0,0,37,0,0.395,0.48,0.454,0.45,-0.006,,0.106,,,0,40,Brandon Carlo,0.918,1.024,,5,0.3,TOR,1169.42,969.48,130,0.392,0.468,0.46,0.451,-0.002,
TOR,8478904,Steven,Lorentz,C,63,5,10,15,2,59,0.084746,0.43,0.429,0.238,699.5714,,,43,3.51,1,0,1,0.489362,0,0,30,2.45,,128,10.45,1,0,0,3,0,19,23,0,0,12,0,0.412,0.42,0.434,0.452,-0.037,,0.096,,,1,18,Steven Lorentz,0.919,1.015,,16,1.3,TOR,699.57,558.047,100,0.402,0.428,0.449,0.427,-0.031,
TOR,8479026,Philippe,Myers,D,35,0,2,2,-9,37,0.0,0.43,0.427,0.362,846.9429,,,46,5.58,0,0,0,0.0,0,0,28,3.4,,49,5.95,0,0,1,2,3,18,24,0,0,18,0,0.426,0.441,0.426,0.425,-0.024,,0.104,,,0,25,Philippe Myers,0.884,0.988,,3,0.36,TOR,846.94,781.714,86,0.431,0.423,0.427,0.415,-0.028,
TOR,8479318,Auston,Matthews,C,60,27,26,53,-4,227,0.118943,0.469,0.469,0.535,1248.2333,,,81,3.89,2,3,5,0.596708,0,3,51,2.45,,42,2.01,2,2,7,7,2,83,103,1,1,18,5,0.448,0.486,0.461,0.468,0.015,,0.105,,,0,72,Auston Matthews,0.911,1.016,,30,1.44,TOR,1248.23,918.55,402,0.467,0.478,0.461,0.46,0.015,
TOR,8479442,Troy,Stecher,D,57,3,10,13,-1,61,0.04918,,,,1147.8421,,,,,,,,0.0,,1,,,,,,,,,,,,,,0,20,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
TOR,8479543,Michael,Pezzetta,L,3,0,0,0,-1,1,0.0,0.44,0.473,0.5,304.0,,,1,3.94,,0,,0.0,0,0,2,7.89,,8,31.57,0,0,0,0,0,0,0,0,0,11,0,0.307,0.333,0.434,0.833,0.04,,0.0,,,0,0,Michael Pezzetta,0.857,0.857,,0,0.0,TOR,304.0,302.666,1,0.3,0.4,1.0,0.47,0.056,
TOR,8480870,Bo,Groulx,C,9,3,2,5,5,12,0.25,0.343,0.321,0.234,929.8889,,,3,1.29,0,0,0,0.39604,0,2,7,3.01,,26,11.18,0,0,0,0,0,6,6,0,0,0,0,0.333,0.371,0.308,0.324,-0.07,,0.2,,,1,8,Bo Groulx,0.931,1.131,,0,0.0,TOR,929.88,704.555,26,0.326,0.3,0.339,0.306,-0.081,
TOR,8481122,Simon,Benoit,D,64,0,5,5,-15,46,0.0,,,,1031.7188,,,100,5.45,1,0,1,0.0,0,0,59,3.21,,171,9.32,0,0,0,1,1,23,25,0,0,41,0,,,,,,,,,,0,44,Simon Benoit,,,,11,0.59,TOR,1031.71,,115,,,,,,
TOR,8481567,Henry,Thrun,D,4,0,0,0,-1,4,0.0,0.411,0.43,0.314,891.75,,,4,4.03,,0,,0.0,0,0,1,1.0,,3,3.02,0,0,0,0,0,1,1,0,0,0,0,0.578,0.333,0.477,0.45,-0.072,,0.047,,,0,0,Henry Thrun,0.913,0.96,,0,0.0,TOR,891.75,864.25,5,0.642,0.35,0.454,0.5,-0.057,
TOR,8481582,Nicholas,Robertson,L,69,14,16,30,-7,113,0.123894,0.45,0.452,0.446,752.8841,,,34,2.35,0,0,0,0.5,1,1,57,3.95,,72,4.98,1,1,2,4,4,39,51,0,0,8,2,0.417,0.476,0.437,0.449,-0.007,,0.102,,,0,38,Nicholas Robertson,0.905,1.007,,21,1.45,TOR,752.88,667.971,202,0.432,0.465,0.456,0.427,-0.001,
TOR,8481711,Matias,Maccelli,L,62,14,23,37,-15,84,0.166667,0.483,0.486,0.567,881.8226,,,17,1.11,0,0,0,0.428571,6,2,58,3.81,,18,1.18,2,0,0,4,3,37,46,0,0,14,2,0.458,0.498,0.485,0.487,0.03,,0.117,,,0,35,Matias Maccelli,0.886,1.003,,13,0.85,TOR,881.82,739.0,165,0.475,0.487,0.493,0.49,0.042,
TOR,8482720,Matthew,Knies,L,70,20,39,59,-17,131,0.152672,0.439,0.436,0.511,1134.0857,,,30,1.36,3,5,8,0.166667,3,2,65,2.94,,137,6.21,0,0,4,2,4,37,47,0,0,27,5,0.42,0.467,0.427,0.428,-0.019,,0.103,,,1,43,Matthew Knies,0.911,1.014,,23,1.04,TOR,1134.08,843.514,221,0.44,0.456,0.411,0.423,-0.02,
TOR,8483546,Marshall,Rifai,D,1,0,0,0,0,1,0.0,0.384,0.294,0.333,580.0,,,1,6.2,,0,,0.0,0,0,1,6.2,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0.384,0.444,-0.308,,0.25,,,0,1,Marshall Rifai,0.875,1.125,,0,0.0,TOR,580.0,580.0,2,,0.2,0.333,0.294,-0.385,
TOR,8484158,Easton,Cowan,R,57,9,13,22,2,81,0.111111,0.461,0.45,0.544,840.5614,,,30,2.25,0,0,0,0.333333,2,1,62,4.65,,60,4.5,0,1,4,5,2,30,42,1,1,37,0,0.468,0.461,0.464,0.456,0.007,,0.095,,,0,35,Easton Cowan,0.943,1.038,,10,0.75,TOR,840.56,729.614,158,0.46,0.452,0.44,0.445,-0.002,
TOR,8484901,Jacob,Quillan,C,15,0,0,0,-2,9,0.0,0.382,0.345,0.345,546.8,,,10,4.38,,0,,0.40625,0,0,3,1.31,,27,11.85,0,0,0,0,1,3,4,0,0,2,0,0.358,0.355,0.423,0.435,-0.05,,0.088,,,0,5,Jacob Quillan,0.915,1.003,,4,1.75,TOR,546.8,449.933,18,0.333,0.314,0.395,0.378,-0.082,
UTA,8474013,Ian,Cole,D,72,3,17,20,16,52,0.057692,0.499,0.513,0.462,1098.6111,,,136,6.18,2,0,2,0.0,1,0,82,3.73,,68,3.09,0,0,1,6,1,37,45,0,0,46,0,0.476,0.522,0.502,0.506,-0.037,,0.105,,,0,56,Ian Cole,0.896,1.001,,11,0.5,UTA,1098.61,884.819,153,0.501,0.533,0.509,0.511,-0.016,
UTA,8475461,Andrew,Agozzino,L,2,0,0,0,0,0,0.0,0.388,0.416,0.5,368.0,,,1,4.89,,0,,0.428571,0,0,1,4.89,,4,19.56,0,0,0,0,0,1,1,0,0,0,0,0.5,0.571,0.333,0.222,-0.074,,0.0,,,0,0,Andrew Agozzino,1.0,1.0,,1,4.89,UTA,368.0,363.5,1,0.0,0.666,0.2,0.333,-0.078,
UTA,8477021,Alexander,Kerfoot,C,24,3,4,7,-2,19,0.157895,0.477,0.454,0.415,696.7917,,,18,3.87,0,0,0,0.495798,1,0,16,3.44,,21,4.52,0,0,0,0,1,10,11,0,0,23,0,0.432,0.513,0.519,0.505,-0.058,,0.092,,,0,11,Alexander Kerfoot,0.898,0.99,,2,0.43,UTA,696.79,593.541,41,0.464,0.437,0.451,0.5,-0.066,
UTA,8477070,Liam,O'Brien,C,32,2,1,3,-6,26,0.076923,0.461,0.457,0.476,540.9063,,,11,2.28,0,0,0,0.625,0,0,9,1.87,,93,19.34,0,0,1,0,1,22,24,0,0,43,0,0.473,0.492,0.438,0.417,-0.075,,0.053,,,0,19,Liam O'Brien,0.912,0.965,,1,0.2,UTA,540.9,533.875,69,0.475,0.482,0.404,0.44,-0.086,
UTA,8477220,Nate,Schmidt,D,72,5,15,20,31,78,0.064103,0.553,0.55,0.532,1194.6528,,,90,3.76,0,0,0,0.0,0,1,66,2.76,,75,3.13,0,0,1,1,0,50,52,0,0,20,0,0.536,0.551,0.563,0.568,0.04,,0.114,,,0,77,Nate Schmidt,0.915,1.029,,14,0.58,UTA,1194.65,1002.791,207,0.549,0.54,0.56,0.566,0.038,
UTA,8477346,MacKenzie,Weegar,D,70,3,20,23,-33,139,0.021583,,,,1368.8571,,,,,,,,0.0,,0,,,,,,,,,,,,,,0,76,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
UTA,8477951,Nick,Schmaltz,C,72,26,37,63,21,173,0.150289,0.551,0.557,0.598,1181.1528,,,45,1.9,5,0,5,0.462392,7,7,82,3.47,,20,0.84,1,0,9,4,3,58,75,1,1,26,6,0.538,0.562,0.545,0.553,0.035,,0.122,,,1,88,Nick Schmaltz,0.895,1.017,,39,1.65,UTA,1181.15,855.527,336,0.557,0.542,0.571,0.554,0.045,
UTA,8478474,Lawson,Crouse,L,71,20,18,38,21,121,0.165289,0.531,0.527,0.503,995.0141,,,49,2.49,1,2,3,0.346154,5,3,43,2.19,,188,9.58,1,0,3,6,1,66,77,0,0,27,1,0.523,0.539,0.529,0.534,0.006,,0.12,,,1,52,Lawson Crouse,0.904,1.024,,13,0.66,UTA,995.01,737.915,250,0.542,0.517,0.521,0.519,0.002,
UTA,8478507,John,Marino,D,72,4,28,32,37,52,0.076923,0.54,0.534,0.495,1222.7917,,,66,2.69,2,2,4,0.0,0,2,80,3.27,,25,1.02,0,0,1,3,4,28,36,0,0,16,0,0.528,0.551,0.552,0.545,0.022,,0.13,,,1,69,John Marino,0.911,1.041,,19,0.77,UTA,1222.79,1072.666,157,0.538,0.529,0.534,0.548,0.014,
UTA,8478831,Kevin,Stenlund,C,70,4,14,18,-7,58,0.068966,0.464,0.464,0.317,872.1857,,,52,3.06,6,1,7,0.547497,0,0,43,2.53,,37,2.18,1,0,0,2,2,40,45,0,0,24,0,0.428,0.502,0.472,0.473,-0.079,,0.069,,,1,43,Kevin Stenlund,0.905,0.974,,11,0.64,UTA,872.18,650.771,146,0.453,0.485,0.46,0.476,-0.077,
UTA,8479291,Kevin,Rooney,C,1,1,0,1,1,1,1.0,0.571,0.545,0.333,584.0,,,0,0.0,,0,,0.25,0,0,1,6.16,,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0.6,0.714,0.285,0.0,0.071,,0.25,,,0,1,Kevin Rooney,1.0,1.25,,0,0.0,UTA,584.0,584.0,3,0.5,0.666,0.0,0.2,-0.017,
UTA,8479293,Brandon,Tanev,L,46,0,2,2,-14,32,0.0,0.464,0.476,0.392,561.8261,,,27,3.76,0,0,0,0.214286,0,0,28,3.9,,127,17.69,1,0,3,0,1,12,17,0,0,33,0,0.429,0.515,0.457,0.456,-0.07,,0.041,,,0,16,Brandon Tanev,0.89,0.931,,7,0.97,UTA,561.82,544.869,65,0.442,0.541,0.456,0.472,-0.061,
UTA,8479343,Clayton,Keller,R,72,22,46,68,21,203,0.108374,0.553,0.56,0.636,1140.2361,,,29,1.27,0,3,3,0.363636,2,5,91,3.99,,8,0.35,1,5,6,11,1,75,99,3,3,28,1,0.544,0.56,0.551,0.554,0.038,,0.116,,,0,78,Clayton Keller,0.901,1.017,,23,1.0,UTA,1140.23,884.444,380,0.561,0.549,0.571,0.558,0.051,
UTA,8479410,Mikhail,Sergachev,D,68,10,36,46,1,136,0.073529,0.513,0.508,0.503,1455.7647,,,111,4.03,0,0,0,0.0,1,1,96,3.49,,36,1.3,1,0,2,6,2,37,48,0,0,38,5,0.482,0.539,0.516,0.517,-0.026,,0.092,,,0,131,Mikhail Sergachev,0.897,0.989,,28,1.01,UTA,1455.76,1025.735,315,0.501,0.518,0.506,0.509,-0.031,
UTA,8479619,Michael,Carcone,L,69,14,13,27,4,131,0.10687,,,,749.6377,,,16,1.11,0,1,1,0.458333,3,0,43,2.99,,130,9.04,4,3,2,7,5,52,73,0,0,20,2,,,,,,,,,,0,74,Michael Carcone,,,,14,0.97,UTA,749.63,,278,,,,,,
UTA,8479977,Kailer,Yamamoto,R,50,10,8,18,10,44,0.227273,0.543,0.538,0.467,697.9,,,16,1.65,0,0,0,0.418605,1,2,17,1.75,,35,3.61,0,0,1,0,2,12,15,0,0,12,0,0.496,0.583,0.542,0.549,0.028,,0.121,,,0,14,Kailer Yamamoto,0.902,1.023,,13,1.34,UTA,697.9,656.58,73,0.507,0.576,0.532,0.529,0.026,
UTA,8480084,Nick,DeSimone,D,37,2,5,7,5,32,0.0625,0.545,0.546,0.518,864.0811,,,28,3.15,0,0,0,0.0,0,1,32,3.6,,17,1.91,0,0,0,0,0,19,19,0,0,10,0,0.495,0.56,0.547,0.587,0.028,,0.092,,,0,25,Nick DeSimone,0.918,1.01,,5,0.56,UTA,864.08,844.432,76,0.497,0.556,0.587,0.544,0.03,
UTA,8480434,Sean,Durzi,D,51,5,19,24,-13,68,0.073529,0.522,0.514,0.556,1194.7255,,,83,4.9,0,0,0,0.0,1,2,53,3.13,,34,2.0,1,1,2,1,1,36,42,1,1,44,0,0.5,0.538,0.515,0.529,-0.001,,0.085,,,0,88,Sean Durzi,0.885,0.97,,8,0.47,UTA,1194.72,1041.156,198,0.501,0.531,0.514,0.503,-0.003,
UTA,8480849,Barrett,Hayton,C,67,10,15,25,3,119,0.084034,0.54,0.544,0.458,907.3731,,,29,1.71,1,3,4,0.526384,2,1,40,2.36,,34,2.01,0,1,5,4,1,41,52,0,0,54,4,0.507,0.56,0.549,0.553,0.013,,0.08,,,0,37,Barrett Hayton,0.893,0.973,,13,0.76,UTA,907.37,745.746,208,0.517,0.561,0.554,0.556,0.023,
UTA,8480855,Jack,McBain,C,72,8,16,24,11,104,0.076923,0.525,0.517,0.471,837.7917,,,42,2.5,0,0,0,0.511327,0,1,49,2.92,,264,15.75,0,2,6,4,0,45,57,0,0,72,0,0.517,0.51,0.544,0.547,0.0,,0.103,,,1,46,Jack McBain,0.906,1.009,,8,0.47,UTA,837.79,701.166,207,0.519,0.504,0.527,0.535,-0.01,
UTA,8482175,JJ,Peterka,R,72,22,20,42,7,136,0.161765,0.52,0.513,0.599,964.7083,,,18,0.93,0,2,2,0.333333,2,3,81,4.19,,14,0.72,2,4,7,1,4,49,67,0,0,26,3,0.504,0.515,0.519,0.538,-0.008,,0.101,,,0,79,JJ Peterka,0.92,1.021,,16,0.82,UTA,964.7,820.694,282,0.507,0.514,0.519,0.517,-0.015,
UTA,8482699,Dylan,Guenther,R,70,34,25,59,3,214,0.158879,0.531,0.53,0.51,1037.5714,,,26,1.28,0,0,0,0.412698,7,6,54,2.67,,58,2.87,8,1,2,14,5,97,127,3,3,26,7,0.507,0.542,0.535,0.543,0.002,,0.1,,,0,109,Dylan Guenther,0.903,1.003,,14,0.69,UTA,1037.57,775.757,450,0.527,0.539,0.527,0.527,0.005,
UTA,8483431,Logan,Cooley,C,44,17,13,30,3,82,0.207317,0.518,0.508,0.565,1035.1364,,,21,1.65,1,2,3,0.447917,6,2,58,4.58,,47,3.71,0,0,3,1,1,38,43,1,1,24,3,0.502,0.527,0.524,0.525,-0.006,,0.109,,,2,17,Logan Cooley,0.91,1.019,,19,1.5,UTA,1035.13,823.886,142,0.512,0.518,0.496,0.5,-0.025,
UTA,8483472,Maveric,Lamoureux,D,5,0,1,1,4,4,0.0,0.458,0.484,0.44,879.2,,,9,7.37,0,0,0,0.0,0,0,4,3.27,,11,9.0,0,0,0,1,0,1,2,0,0,2,0,0.444,0.47,0.434,0.466,-0.023,,0.172,,,0,4,Maveric Lamoureux,0.969,1.141,,2,1.63,UTA,879.2,878.4,10,0.5,0.473,0.473,0.454,0.003,
UTA,8484386,Dmitri,Simashev,D,25,0,1,1,-9,23,0.0,0.486,0.493,0.519,921.24,,,26,4.06,0,0,0,0.0,0,0,27,4.22,,8,1.25,0,0,0,1,0,8,9,0,0,18,0,0.448,0.468,0.516,0.532,-0.055,,0.043,,,0,12,Dmitri Simashev,0.907,0.95,,1,0.15,UTA,921.24,887.64,44,0.45,0.481,0.539,0.523,-0.067,
UTA,8484388,Daniil,But,L,28,3,4,7,2,43,0.069767,0.533,0.539,0.573,755.3214,,,18,3.06,0,0,0,0.3,1,0,18,3.06,,16,2.72,0,2,0,3,1,19,25,0,0,8,1,0.495,0.553,0.542,0.557,0.004,,0.083,,,0,25,Daniil But,0.924,1.007,,4,0.68,UTA,755.32,665.75,93,0.5,0.528,0.589,0.555,0.018,
VAN,8475169,Evander,Kane,L,67,12,18,30,-16,160,0.075,0.483,0.471,0.534,991.2687,,,26,1.4,0,0,0,0.358491,2,1,70,3.79,,106,5.74,1,3,4,4,7,71,90,0,0,90,2,0.445,0.529,0.46,0.448,0.017,,0.089,,,0,89,Evander Kane,0.905,0.994,,16,0.86,VAN,991.26,854.298,339,0.454,0.507,0.432,0.444,0.005,
VAN,8475762,Derek,Forbort,D,2,0,0,0,0,1,0.0,0.259,0.277,0.5,836.0,,,4,8.61,,0,,0.0,0,0,5,10.76,,2,4.3,0,0,0,0,0,0,0,0,0,2,0,0.4,0.25,0.176,0.153,-0.193,,0.25,,,0,0,Derek Forbort,0.875,1.125,,0,0.0,VAN,836.0,646.5,1,0.5,0.25,0.2,0.166,-0.189,
VAN,8476425,Joseph,LaBate,C,1,0,0,0,-1,2,0.0,0.416,0.466,0.333,572.0,,,2,12.58,,0,,0.5,0,0,0,0.0,,6,37.76,0,0,0,0,0,1,1,0,0,0,0,0.0,0.8,0.142,0.25,-0.128,,0.0,,,0,0,Joseph LaBate,0.75,0.75,,0,0.0,VAN,572.0,572.0,3,0.0,0.833,0.333,0.222,-0.086,
VAN,8476907,Mackenzie,MacEachern,L,8,1,3,4,0,6,0.166667,0.415,0.414,0.375,611.0,,,6,4.41,0,0,0,0.5,0,0,3,2.2,,10,7.36,0,0,0,0,0,2,2,0,0,12,0,0.285,0.489,0.407,0.415,-0.017,,0.185,,,0,2,Mackenzie MacEachern,0.864,1.049,,1,0.73,VAN,611.0,605.75,10,0.421,0.47,0.379,0.4,-0.015,
VAN,8476927,Teddy,Blueger,C,23,6,5,11,-6,32,0.1875,0.429,0.425,0.264,994.0,,,9,1.41,0,1,1,0.482759,0,1,21,3.3,,42,6.61,0,0,0,0,0,15,15,0,0,6,0,0.361,0.453,0.429,0.445,-0.008,,0.109,,,2,15,Teddy Blueger,0.871,0.98,,7,1.1,VAN,994.0,848.043,62,0.381,0.43,0.451,0.429,-0.013,
VAN,8477969,Marcus,Pettersson,D,70,1,13,14,-9,59,0.016949,,,,1286.6714,,,117,4.67,0,1,1,0.0,0,0,76,3.03,,68,2.71,1,0,0,0,0,52,53,0,0,58,0,,,,,,,,,,0,45,Marcus Pettersson,,,,14,0.55,VAN,1286.67,,157,,,,,,
VAN,8478444,Brock,Boeser,R,63,17,20,37,-34,140,0.121429,0.45,0.442,0.5,1134.7302,,,24,1.2,0,1,1,0.429752,3,3,48,2.41,,45,2.26,1,0,3,4,1,64,73,1,1,8,5,0.428,0.501,0.42,0.397,-0.037,,0.073,,,0,74,Brock Boeser,0.89,0.963,,12,0.6,VAN,1134.73,805.396,287,0.441,0.479,0.392,0.413,-0.04,
VAN,8478498,Jake,DeBrusk,L,69,15,18,33,-25,179,0.083799,0.449,0.452,0.479,1011.5652,,,28,1.44,0,0,0,0.413793,3,0,39,2.01,,59,3.04,2,1,11,4,2,72,92,0,0,8,12,0.45,0.477,0.427,0.414,-0.028,,0.081,,,0,44,Jake DeBrusk,0.893,0.974,,11,0.56,VAN,1011.56,706.652,315,0.448,0.465,0.44,0.439,-0.018,
VAN,8479425,Filip,Hronek,D,70,8,33,41,-8,109,0.073394,0.505,0.5,0.529,1478.7857,,,90,3.12,4,0,4,0.0,1,1,87,3.02,,114,3.96,0,0,5,2,3,52,62,0,0,22,4,0.459,0.56,0.485,0.466,0.053,,0.089,,,0,85,Filip Hronek,0.912,1.001,,31,1.07,VAN,1478.78,1145.614,256,0.488,0.542,0.457,0.485,0.053,
VAN,8480012,Elias,Pettersson,C,62,15,28,43,-21,108,0.138889,0.452,0.464,0.516,1139.5323,,,96,4.89,2,0,2,0.470486,4,0,59,3.0,,55,2.8,2,1,5,10,1,55,74,0,0,20,4,0.394,0.48,0.449,0.448,-0.02,,0.081,,,1,60,Elias Pettersson,0.897,0.978,,28,1.42,VAN,1139.53,798.08,242,0.422,0.474,0.472,0.463,0.001,
VAN,8480058,Pierre-Olivier,Joseph,D,25,1,4,5,-14,18,0.055556,0.494,0.49,0.513,797.08,,,20,3.61,0,0,0,0.0,0,0,18,3.25,,10,1.8,0,0,0,1,0,7,8,0,0,4,0,0.47,0.49,0.494,0.51,0.044,,0.072,,,0,18,Pierre-Olivier Joseph,0.854,0.926,,6,1.08,VAN,797.08,755.36,44,0.478,0.487,0.5,0.494,0.039,
VAN,8480078,Filip,Chytil,C,12,3,0,3,-7,24,0.125,0.483,0.473,0.598,900.3333,,,4,1.33,,0,,0.491803,0,1,12,3.99,,4,1.33,0,1,0,2,1,7,11,0,0,6,0,0.592,0.492,0.492,0.413,0.063,,0.054,,,0,5,Filip Chytil,0.88,0.934,,4,1.33,VAN,900.33,756.833,40,0.642,0.444,0.425,0.479,0.05,
VAN,8480876,Curtis,Douglas,C,34,0,2,2,-3,22,0.0,,,,385.0294,,,,,,,,0.5,,0,,,,,,,,,,,,,,0,96,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
VAN,8481024,Linus,Karlsson,C,67,13,17,30,-22,99,0.131313,0.516,0.519,0.471,718.8209,,,15,1.12,0,0,0,0.309524,3,1,39,2.91,,76,5.68,0,1,3,2,3,49,58,0,0,28,2,0.481,0.537,0.513,0.507,0.053,,0.098,,,0,27,Linus Karlsson,0.825,0.923,,14,1.04,VAN,718.82,608.835,184,0.513,0.515,0.527,0.523,0.063,
VAN,8481535,Nils,Hoglander,L,28,1,2,3,-3,26,0.038462,0.503,0.468,0.579,694.0,,,6,1.11,0,0,0,0.0,0,0,17,3.14,,39,7.22,1,0,4,1,0,18,24,0,0,8,0,0.398,0.568,0.469,0.469,0.029,,0.061,,,0,23,Nils Hoglander,0.925,0.986,,4,0.74,VAN,694.0,666.0,73,0.393,0.512,0.451,0.464,0.003,
VAN,8482055,Drew,O'Connor,L,70,17,10,27,0,114,0.149123,0.491,0.49,0.518,859.3286,,,23,1.37,0,1,1,0.509804,3,2,56,3.35,,64,3.83,1,1,3,4,2,52,63,0,0,36,0,0.473,0.526,0.476,0.46,0.025,,0.088,,,2,51,Drew O'Connor,0.912,1.0,,16,0.95,VAN,859.32,749.285,228,0.475,0.511,0.475,0.488,0.03,
VAN,8482079,Marco,Rossi,C,38,9,19,28,-15,52,0.173077,,,,1061.0263,,,,,,,,0.5074,,1,,,,,,,,,,,,,,0,8,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,
VAN,8482496,Nils,Aman,C,2,0,0,0,0,1,0.0,0.368,0.6,0.5,519.5,,,1,3.46,,0,,0.5,0,0,1,3.46,,2,6.92,0,0,0,0,0,0,0,0,0,0,0,0.2,0.562,0.185,0.235,-0.138,,0.166,,,0,2,Nils Aman,0.8,0.966,,0,0.0,VAN,519.5,519.5,3,0.5,0.727,0.428,0.363,0.156,
VAN,8482691,Aatu,Räty,C,54,4,9,13,-1,51,0.078431,0.49,0.475,0.432,720.2778,,,10,0.92,0,0,0,0.615257,0,1,28,2.59,,134,12.4,0,0,2,3,3,36,44,0,0,22,0,0.422,0.564,0.471,0.451,0.014,,0.086,,,0,22,Aatu Räty,0.92,1.006,,9,0.83,VAN,720.27,654.074,117,0.435,0.538,0.433,0.464,0.004,
VAN,8483395,Arshdeep,Bains,L,28,1,4,5,-3,18,0.055556,0.486,0.487,0.6,552.3571,,,5,1.16,0,0,0,0.142857,0,0,11,2.56,,24,5.58,0,0,0,0,0,4,4,0,0,12,0,0.419,0.572,0.473,0.433,0.0,,0.06,,,0,9,Arshdeep Bains,0.929,0.989,,6,1.39,VAN,552.35,513.678,31,0.428,0.57,0.426,0.483,-0.002,
VAN,8483476,Jonathan,Lekkerimäki,R,13,2,1,3,-3,10,0.2,0.365,0.327,0.678,700.6923,,,5,1.97,0,0,0,0.0,1,0,7,2.76,,10,3.95,0,0,0,1,0,6,7,0,0,0,0,0.333,0.326,0.4,0.419,-0.106,,0.096,,,0,9,Jonathan Lekkerimäki,0.942,1.038,,1,0.39,VAN,700.69,587.23,26,0.387,0.283,0.343,0.367,-0.144,
VAN,8483499,Liam,Ohgren,L,57,7,7,14,-7,76,0.092105,,,,746.6316,,,,,,,,0.45,,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
VAN,8483678,Elias,Pettersson,D,60,2,7,9,-13,40,0.05,0.44,0.44,0.421,901.5333,,,76,5.05,0,0,0,0.0,0,0,59,3.92,,112,7.45,1,0,1,1,1,28,32,0,0,28,0,0.417,0.455,0.438,0.439,-0.04,,0.084,,,0,47,Elias Pettersson,0.9,0.984,,14,0.93,VAN,901.53,818.55,119,0.43,0.438,0.451,0.448,-0.034,
VAN,8483768,Victor,Mancini,D,19,0,0,0,-11,8,0.0,0.347,0.335,0.5,830.5789,,,23,5.24,,0,,0.0,0,0,10,2.28,,24,5.47,0,0,0,0,0,2,2,0,0,5,0,0.349,0.367,0.319,0.299,-0.116,,0.054,,,0,11,Victor Mancini,0.89,0.944,,0,0.0,VAN,830.57,795.0,21,0.346,0.348,0.289,0.323,-0.115,
VAN,8484136,Max,Sasson,C,59,11,4,15,-11,56,0.196429,0.504,0.484,0.521,697.8136,,,33,2.88,0,1,1,0.41958,2,0,34,2.97,,26,2.27,0,0,0,1,1,23,25,0,0,22,0,0.475,0.539,0.494,0.476,0.026,,0.07,,,0,17,Max Sasson,0.892,0.962,,11,0.96,VAN,697.81,642.694,98,0.489,0.513,0.442,0.477,0.009,
VAN,8484240,Tom,Willander,D,58,4,14,18,-14,48,0.083333,0.442,0.432,0.518,979.6379,,,60,3.8,0,0,0,0.0,1,0,49,3.1,,15,0.95,0,0,2,2,1,32,37,0,0,18,0,0.365,0.5,0.433,0.411,-0.047,,0.102,,,0,43,Tom Willander,0.893,0.995,,8,0.5,VAN,979.63,842.5,128,0.365,0.479,0.408,0.421,-0.054,
VAN,8484798,Zeev,Buium,D,64,5,17,22,-22,62,0.080645,,,,1153.7656,,,,,,,,0.0,,1,,,,,,,,,,,,,,0,18,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,
